WO,FASE,ARTICOLO,Data_Ora_Fine,Descrizione Macchina,Tempo_Teorico_TOT_ORE,Tempo_Predetto_ORE,Tempo Lavoraz. ORE,Indice_Inefficienza,Indice_Inefficienza_Predetto,Classe_Anomaly_Oriented,Classe_Anomaly_Oriented_Big_Data,Classe_Soglie_Custom,OEE_Reale,OEE_Predetto
25006185,14017,1200400171.0,2025-05-08 22:49:53,43: KOEPFER 160/2,0.8785000000000001,1.0302074,1.03,1.172453044963005,1.1720576786115169,NORMALE,NORMALE,NORMALE,0.795705067487568,0.8034945
25007021,16019,1089951511.0,2025-05-09 07:21:00,43: KOEPFER 160/2,0.6435,0.8199583,0.82,1.2742812742812744,1.251481796936005,NORMALE,ATTENZIONE,NORMALE,0.6636517615176151,0.64727616
24031333,26044,1202606121.0,2025-05-09 10:47:33,43: KOEPFER 160/2,2.04,2.0604215,2.06,1.0098039215686274,1.0159226926280802,NORMALE,NORMALE,NORMALE,0.9867032503165893,0.9829633
25000864,26044,1201901001.0,2025-05-12 10:25:11,43: KOEPFER 160/2,17.779,19.420017,19.42,1.0922999043815738,1.1956440178924854,ANOMALIA,NORMALE,ANOMALIA,0.8403224492654746,0.8338295
25010035,16019,1204280121.0,2025-05-12 17:14:32,43: KOEPFER 160/2,1.679,1.8004566,1.8,1.072066706372841,1.099914893568259,NORMALE,NORMALE,NORMALE,0.8705925925925926,0.85752916
24016934,28044,1202604281.0,2025-05-12 20:45:12,43: KOEPFER 160/2,1.127,2.1597862,2.16,1.91659272404614,1.884844056188638,ANOMALIA,ANOMALIA,ANOMALIA,0.2205563145112326,0.24111463
25004972,20044,1089930281.0,2025-05-13 13:06:06,43: KOEPFER 160/2,10.760166666666668,10.919821,10.92,1.0148541689255124,1.0220811633574853,NORMALE,NORMALE,NORMALE,0.9735624904038076,0.9738681
24030755,20044,1089930661.0,2025-05-13 23:00:32,43: KOEPFER 160/2,8.334,8.429089,8.43,1.011519078473722,1.014168992023519,NORMALE,NORMALE,NORMALE,0.9793050819696542,0.9810739
25004977,22044,1089930611.0,2025-05-14 22:06:12,43: KOEPFER 160/2,6.923000000000001,8.731787,8.73,1.2610140112667918,1.272364120435414,NORMALE,ATTENZIONE,NORMALE,0.6808948537312565,0.6842313
25003740,16019,1202608091.0,2025-05-15 09:15:04,43: KOEPFER 160/2,0.495,0.5900991,0.59,1.1919191919191918,1.1874906266214906,NORMALE,ATTENZIONE,NORMALE,0.7914934441957148,0.7968327
25005174,24044,1083003421.0,2025-05-15 19:59:39,43: KOEPFER 160/2,8.617500000000001,9.111382,9.11,1.0571511459239915,1.06573497686174,NORMALE,NORMALE,NORMALE,0.9016840949794908,0.9012536
25007256,14019,1083003421.0,2025-05-16 00:07:17,43: KOEPFER 160/2,1.8,2.1702042,2.17,1.2055555555555555,1.2373537336542486,ANOMALIA,NORMALE,ANOMALIA,0.7254238441001922,0.7142951
24025378,16017,1201901721.0,2025-05-16 15:35:09,43: KOEPFER 160/2,5.388833333333333,6.0691404,6.07,1.1264033649831442,1.1427269554745063,NORMALE,ATTENZIONE,NORMALE,0.8119812124325019,0.8102601
25008490,16019,1205080111.0,2025-05-16 20:25:02,43: KOEPFER 160/2,2.365,2.4602196,2.46,1.0401691331923888,1.0438957937344988,NORMALE,NORMALE,NORMALE,0.9477936740498148,0.9512908
25004070,16019,1202602111.0,2025-05-19 08:22:16,43: KOEPFER 160/2,1.9350000000000005,2.0196903,2.02,1.0439276485788112,1.0493553534089264,NORMALE,NORMALE,NORMALE,0.9339727722772279,0.9299724
25003741,28044,1202608141.0,2025-05-19 18:32:42,43: KOEPFER 160/2,7.843500000000001,8.221552,8.22,1.048001529929241,1.0581676769132975,NORMALE,NORMALE,NORMALE,0.9164900606536492,0.9141277
24029544,28044,1202608141.0,2025-05-20 11:45:08,43: KOEPFER 160/2,10.396,12.669601,12.67,1.2187379761446708,1.309458689604389,NORMALE,ATTENZIONE,ANOMALIA,0.6526233002992504,0.6536851
24029715,20044,1089930561.0,2025-05-20 23:19:38,43: KOEPFER 160/2,8.32,8.71039,8.71,1.046875,1.0479255428972893,NORMALE,NORMALE,NORMALE,0.9162520729684909,0.9224229
25004072,18019,1202608141.0,2025-05-21 11:30:09,43: KOEPFER 160/2,2.494,2.5102572,2.51,1.0064153969526866,1.0052007033998898,NORMALE,NORMALE,NORMALE,0.9936254980079681,0.9956143
25003615,14017,1204120131.0,2025-05-21 13:15:15,43: KOEPFER 160/2,0.625,0.64048904,0.64,1.024,1.1298268963505946,NORMALE,NORMALE,ANOMALIA,0.6578947368421051,0.63171905
25005874,24044,1207300091.0,2025-05-22 07:46:26,43: KOEPFER 160/2,7.546,7.6969256,7.7,1.020408163265306,1.0257874444435884,NORMALE,NORMALE,NORMALE,0.9658914728682172,0.96449095
25004387,22044,1203072101.0,2025-05-22 17:56:33,43: KOEPFER 160/2,5.390000000000001,6.8603935,6.86,1.2727272727272727,1.239118723588276,NORMALE,ATTENZIONE,NORMALE,0.6352169008306842,0.6315307
25008436,24044,1207900131.0,2025-05-22 23:57:04,43: KOEPFER 160/2,3.767666666666667,4.1495695,4.15,1.101477483853844,1.1071130362997097,NORMALE,NORMALE,NORMALE,0.83836515291937,0.8385485
25003316,26044,1089910831.0,2025-05-23 10:51:21,43: KOEPFER 160/2,2.4505000000000003,2.4502249,2.45,0.9997959600081616,1.0071221902828746,NORMALE,NORMALE,NORMALE,1.0,1.0
25006247,24044,1205080091.0,2025-05-23 19:58:36,43: KOEPFER 160/2,4.358666666666667,4.9907537,4.99,1.1448455185071886,1.1968611567436702,NORMALE,NORMALE,ANOMALIA,0.7685251859651507,0.76966953
25004697,22044,1204000141.0,2025-05-27 13:11:29,43: KOEPFER 160/2,19.32,23.949987,23.95,1.239648033126294,1.2724023674990919,NORMALE,ATTENZIONE,ANOMALIA,0.6917965099518034,0.6852564
25011783,16017,1209001191.0,2025-05-27 16:13:57,43: KOEPFER 160/2,1.5890000000000002,1.960334,1.96,1.2334801762114536,1.2025971258377226,NORMALE,ATTENZIONE,ANOMALIA,0.6674677765843181,0.6595162
25011782,18017,1209001181.0,2025-05-27 18:50:03,43: KOEPFER 160/2,1.513666666666667,2.3197486,2.32,1.5327020480070466,1.5480064779951004,ANOMALIA,ANOMALIA,ANOMALIA,0.4264993962162888,0.41002232
25010568,14019,1203002221.0,2025-05-27 22:32:27,43: KOEPFER 160/2,0.575,0.6200437,0.62,1.0782608695652174,1.0724762336899627,NORMALE,ANOMALIA,NORMALE,0.9098101265822784,0.90262574
25011750,14017,1204240171.0,2025-05-28 00:31:42,43: KOEPFER 160/2,0.891,0.889623,0.89,0.9988776655443322,1.0035773225659659,NORMALE,NORMALE,NORMALE,1.0,0.9945547
24025378,16017,1201901721.0,2025-05-28 16:05:44,43: KOEPFER 160/2,2.8080000000000003,2.8100786,2.81,1.0007122507122506,1.001718862532213,NORMALE,NORMALE,NORMALE,0.9992882562277582,0.9886739
25005784,14088,1089939601.0,2025-05-29 09:22:15,43: KOEPFER 160/2,1.192,1.5798362,1.58,1.325503355704698,1.2759628443368805,NORMALE,ATTENZIONE,NORMALE,0.7185949367088608,0.7283636
25001468,22044,1204120111.0,2025-05-29 15:25:01,43: KOEPFER 160/2,0.7763333333333333,0.77891666,0.78,1.004723057106054,1.0057915224002267,NORMALE,NORMALE,NORMALE,0.9952991452991454,0.9914225
25004087,14019,1204120111.0,2025-05-29 19:39:08,43: KOEPFER 160/2,0.6266666666666667,0.6284945,0.63,1.00531914893617,1.0044230330583759,NORMALE,ANOMALIA,NORMALE,0.994708994708995,0.9927474
24030142,16017,1089990331.0,2025-05-30 07:58:54,43: KOEPFER 160/2,2.5556666666666668,2.7003047,2.7,1.0564758053997652,1.0776811755574796,NORMALE,NORMALE,NORMALE,0.8974631915866483,0.8858506
25000979,14019,1204240181.0,2025-05-30 21:20:07,43: KOEPFER 160/2,3.412,3.4595273,3.46,1.0140679953106682,1.010896437657906,NORMALE,NORMALE,NORMALE,0.9861271676300579,0.98633796
25008488,20044,1089930561.0,2025-06-04 13:53:48,43: KOEPFER 160/2,19.80733333333333,19.900167,19.9,1.004678401938676,1.0140059949798408,NORMALE,NORMALE,NORMALE,0.9930090885949445,0.9900343
25003637,14019,1204360111.0,2025-06-04 16:20:33,43: KOEPFER 160/2,0.5658333333333333,0.87986416,0.88,1.5552282768777614,1.4857781694251448,ANOMALIA,ANOMALIA,ANOMALIA,0.416483729338843,0.39487833
25007431,16019,1203063091.0,2025-06-04 20:30:31,43: KOEPFER 160/2,0.968,1.1899782,1.19,1.2293388429752066,1.2083714237452385,NORMALE,ATTENZIONE,NORMALE,0.7624372521285742,0.759138
25001989,14017,1200100191.0,2025-06-04 23:18:46,43: KOEPFER 160/2,0.572,0.7805475,0.78,1.3636363636363638,1.3584183949206812,ANOMALIA,ANOMALIA,ANOMALIA,0.5895424836601307,0.603051
25011747,14019,1204000131.0,2025-06-05 00:00:53,43: KOEPFER 160/2,0.3043333333333333,0.29993698,0.3,0.985761226725082,0.9960747197587787,ANOMALIA,ANOMALIA,NORMALE,1.0,0.9958308
25007425,26044,1209000861.0,2025-06-05 13:34:51,43: KOEPFER 160/2,3.311,3.4395623,3.44,1.0389610389610389,1.0425360823310232,NORMALE,NORMALE,NORMALE,0.934329268292683,0.9315592
24031337,14019,1204360101.0,2025-06-05 15:07:35,43: KOEPFER 160/2,0.247,0.28999618,0.29,1.174089068825911,1.2305723307698735,ANOMALIA,ANOMALIA,ANOMALIA,0.714349276974416,0.69256455
25003317,22044,1203063091.0,2025-06-05 23:07:35,43: KOEPFER 160/2,3.9446666666666665,3.9506717,3.95,1.0013520365049855,1.0019845520773738,NORMALE,NORMALE,NORMALE,0.998649789029536,0.9930365
25009365,16017,1089996461.0,2025-06-06 13:36:47,43: KOEPFER 160/2,4.04,4.2810273,4.28,1.0594059405940597,1.0762489915347455,NORMALE,NORMALE,NORMALE,0.9027998603947723,0.89773643
24031333,26044,1202606121.0,2025-06-06 15:26:13,43: KOEPFER 160/2,0.648,0.7201653,0.72,1.111111111111111,1.0844575187918761,NORMALE,NORMALE,NORMALE,0.8500000000000001,0.8612096
25011030,24044,1207100091.0,2025-06-09 16:26:48,43: KOEPFER 160/2,8.394833333333334,11.019942,11.02,1.3127121840814784,1.2973225161374118,NORMALE,ATTENZIONE,NORMALE,0.6108134998559948,0.61571425
25006051,20044,1089930521.0,2025-06-10 21:31:30,43: KOEPFER 160/2,10.820333333333332,11.779888,11.78,1.0886910446381812,1.098225020395222,NORMALE,NORMALE,NORMALE,0.8444827204086742,0.8461644
25006053,22044,1089930591.0,2025-06-11 11:52:40,43: KOEPFER 160/2,6.407000000000001,6.740225,6.74,1.0519744029967222,1.0537456957767857,NORMALE,NORMALE,NORMALE,0.9147918994951637,0.9137071
25000864,26044,1201901001.0,2025-06-11 23:00:31,43: KOEPFER 160/2,7.9375,7.97004,7.97,1.0040944881889764,1.002156116115105,NORMALE,NORMALE,NORMALE,0.9959222082810539,0.99731827
25006191,22044,1089930601.0,2025-06-12 19:05:56,43: KOEPFER 160/2,9.438,9.438746,9.44,1.0002119093028186,1.0011270501125389,NORMALE,NORMALE,NORMALE,0.9997881355932202,0.9985808
25007157,20044,1203002111.0,2025-06-13 13:18:25,43: KOEPFER 160/2,7.878333333333333,9.829012,9.83,1.2477258303363656,1.258849143984415,NORMALE,ATTENZIONE,NORMALE,0.6750492794856737,0.67530286
25012264,22044,1089930531.0,2025-06-17 00:17:01,43: KOEPFER 160/2,18.9275,26.201096,26.2,1.3842292959978866,1.348690472580472,NORMALE,ANOMALIA,NORMALE,0.5283476964692887,0.51418304
25001990,22044,1200100261.0,2025-06-18 19:35:12,43: KOEPFER 160/2,2.704,2.7300355,2.73,1.0096153846153846,1.0147392050851687,NORMALE,NORMALE,NORMALE,0.9661490683229813,0.9698956
25010135,14019,1200100141.0,2025-06-18 22:11:43,43: KOEPFER 160/2,0.7400000000000001,0.73967123,0.74,1.0,1.0004110623015123,NORMALE,NORMALE,NORMALE,1.0,0.99669474
25004709,22044,1204000091.0,2025-06-19 08:28:38,43: KOEPFER 160/2,1.1874999999999998,1.2415313,1.24,1.0442105263157897,1.054946529918454,NORMALE,NORMALE,NORMALE,0.9395922093730978,0.9348202
25010431,22044,1204000111.0,2025-06-19 15:36:52,43: KOEPFER 160/2,5.3625,6.0501323,6.05,1.1282051282051282,1.1450641373882953,NORMALE,NORMALE,NORMALE,0.7990909090909092,0.8053572
25003740,22044,1202608091.0,2025-06-20 11:41:54,43: KOEPFER 160/2,5.791499999999999,6.7397084,6.74,1.1637744971078303,1.1754991990059152,NORMALE,ATTENZIONE,NORMALE,0.7739945550401891,0.7868945
25004072,28044,1202608141.0,2025-06-23 16:47:45,43: KOEPFER 160/2,5.635,6.5097694,6.51,1.15527950310559,1.2591924049832963,NORMALE,ATTENZIONE,NORMALE,0.7526310636839786,0.7500687
25002559,16017,1205500091.0,2025-06-24 00:09:56,43: KOEPFER 160/2,2.4166666666666665,2.4785144,2.48,1.026206896551724,1.0374849986342012,NORMALE,NORMALE,NORMALE,0.9628061171991564,0.96766967
25012552,16019,1204560096.0,2025-06-24 13:02:53,43: KOEPFER 160/2,1.4946666666666666,1.9027029,1.9,1.271186440677966,1.254500586588554,NORMALE,ATTENZIONE,NORMALE,0.7012571428571429,0.71119905
25003615,22044,1204120131.0,2025-06-24 19:04:43,43: KOEPFER 160/2,4.679666666666666,4.908755,4.91,1.049220029916661,1.054566111410581,NORMALE,NORMALE,NORMALE,0.918158973210636,0.9195899
25012191,14017,1204360161.0,2025-06-26 11:48:40,43: KOEPFER 160/2,0.475,0.5201861,0.52,1.0947368421052632,1.1713753651265937,NORMALE,ATTENZIONE,ANOMALIA,0.7145626550868486,0.70017046
25003742,16019,1202610191.0,2025-06-26 14:03:11,43: KOEPFER 160/2,0.5476666666666666,0.5400856,0.54,0.9860012172854536,0.9915479678010399,NORMALE,NORMALE,NORMALE,0.967741935483871,0.96752435
25004900,16019,1202610111.0,2025-06-26 16:36:37,43: KOEPFER 160/2,0.8160000000000001,0.8191338,0.82,1.0049019607843137,1.0043757875849435,NORMALE,NORMALE,NORMALE,0.9951219512195122,0.9916266
25012090,14017,1201901031.0,2025-06-27 07:05:31,43: KOEPFER 160/2,1.5026666666666668,2.239847,2.24,1.4906832298136643,1.5267589955436494,ANOMALIA,ANOMALIA,ANOMALIA,0.48506410256410265,0.47883236
25011768,16019,1204400161.0,2025-06-27 20:14:17,43: KOEPFER 160/2,1.909333333333333,1.9308103,1.93,1.0108240223463687,1.0113000682343831,NORMALE,NORMALE,NORMALE,0.9892918825561313,0.9954481
25010137,24044,1207300181.0,2025-06-30 14:13:48,43: KOEPFER 160/2,5.104,5.4800687,5.48,1.073667711598746,1.0906063944524036,NORMALE,NORMALE,NORMALE,0.8844261792308163,0.8857617
25003636,22044,1204600151.0,2025-06-30 16:42:16,43: KOEPFER 160/2,1.8196666666666668,1.8200309,1.82,1.0001831837332844,1.0031498665670995,NORMALE,NORMALE,NORMALE,0.9998168498168499,0.99404943
25010037,22044,1204120101.0,2025-07-01 15:09:43,43: KOEPFER 160/2,5.013333333333333,6.819864,6.82,1.360372340425532,1.350455458024715,NORMALE,ATTENZIONE,ANOMALIA,0.5658218035633217,0.56187713
25007910,22044,1089930581.0,2025-07-01 21:56:06,43: KOEPFER 160/2,5.6615,5.6602087,5.66,0.9997350525479112,1.0038431542199502,NORMALE,NORMALE,NORMALE,0.9950248756218906,0.9981367
25010067,24044,1207300111.0,2025-07-03 17:56:25,43: KOEPFER 160/2,20.0705,23.820341,23.82,1.1868164719364245,1.2190324916943847,NORMALE,ATTENZIONE,NORMALE,0.7172653928932635,0.70384943
25015243,24044,1083003421.0,2025-07-07 09:12:22,43: KOEPFER 160/2,14.121666666666666,21.080091,21.08,1.49274164994689,1.4337598887196683,ANOMALIA,ANOMALIA,ANOMALIA,0.4741152099834645,0.47535917
25015339,24044,1083003421.0,2025-07-08 00:06:29,43: KOEPFER 160/2,12.089166666666666,14.419964,14.42,1.1928034741848763,1.229210040447763,NORMALE,ATTENZIONE,ANOMALIA,0.703743514665845,0.7019388
25003789,16019,1089937161.0,2025-07-10 00:29:25,43: KOEPFER 160/2,0.4331666666666667,0.81039786,0.81,1.869949980761832,1.6203929761627938,ANOMALIA,ANOMALIA,ANOMALIA,0.3878129613922658,0.39853194
23008355,18019,1089938801.0,2025-07-10 11:48:59,43: KOEPFER 160/2,0.8893333333333334,0.88976395,0.89,1.0007496251874062,1.0007522814963494,NORMALE,ANOMALIA,NORMALE,0.9992509363295882,0.99202985
25005041,24044,1200300161.0,2025-07-11 14:52:24,43: KOEPFER 160/2,11.786666666666669,17.75042,17.75,1.5059389140271493,1.4433452204825443,ANOMALIA,ANOMALIA,ANOMALIA,0.4559326170540093,0.4541881
25007598,22044,1200100171.0,2025-07-14 17:49:59,43: KOEPFER 160/2,0.544,0.71989167,0.72,1.3235294117647058,1.279074519292416,NORMALE,NORMALE,NORMALE,0.6860791826309067,0.6936393
25006187,24044,1207200161.0,2025-07-16 10:07:57,43: KOEPFER 160/2,17.413666666666664,23.839949,23.84,1.369039643192129,1.3486922387422338,NORMALE,ATTENZIONE,NORMALE,0.5456605165340856,0.5412944
25008148,22044,1204240131.0,2025-07-16 17:26:52,43: KOEPFER 160/2,3.3606666666666665,3.3799593,3.38,1.0057528268200755,1.0025483823705996,NORMALE,NORMALE,NORMALE,0.9942800788954634,0.99135816
25007191,20044,1089930571.0,2025-07-17 22:19:02,43: KOEPFER 160/2,9.6,11.070088,11.07,1.1531250000000002,1.1629078903964167,NORMALE,ATTENZIONE,NORMALE,0.7220553283881616,0.72153264
25012090,22044,1201901031.0,2025-07-21 21:39:57,43: KOEPFER 160/2,7.8155,10.899923,10.9,1.394664448851641,1.3993046115784364,ANOMALIA,ANOMALIA,ANOMALIA,0.5199506377666259,0.50470185
25002936,14019,1204480181.0,2025-07-22 00:27:08,43: KOEPFER 160/2,0.7725000000000001,0.94943404,0.95,1.2297734627831711,1.2003786844720121,NORMALE,ATTENZIONE,NORMALE,0.7466978744939274,0.7398148
25011445,16017,1089995231.0,2025-07-22 10:10:26,43: KOEPFER 160/2,0.7595,0.7605488,0.76,1.000658327847268,1.0032475507573748,NORMALE,NORMALE,NORMALE,0.9993421052631578,0.9979466
25016069,16019,1204320126.0,2025-07-22 14:19:25,43: KOEPFER 160/2,2.651333333333333,2.6587903,2.66,1.0032687955745538,1.0040941765393054,NORMALE,NORMALE,NORMALE,0.9967418546365914,0.99886745
25015756,16019,1207900111.0,2025-07-22 15:42:36,43: KOEPFER 160/2,0.75,0.7597938,0.76,1.0133333333333334,1.009525099681815,NORMALE,NORMALE,NORMALE,0.9868421052631579,0.99217534
25011748,14017,1204120151.0,2025-07-22 17:56:50,43: KOEPFER 160/2,1.1873333333333334,1.1890867,1.19,1.0022459292532284,1.0067707167709625,NORMALE,NORMALE,NORMALE,0.9977591036414567,0.9841502
25003830,16019,1204560116.0,2025-07-23 08:26:00,43: KOEPFER 160/2,4.522,4.629249,4.63,1.0238832375055285,1.0327585347253676,NORMALE,NORMALE,NORMALE,0.9634244144189396,0.9609662
25015727,20044,1089930281.0,2025-07-23 17:44:52,43: KOEPFER 160/2,6.174166666666667,6.7202806,6.72,1.0884059927115668,1.1352744706553186,NORMALE,NORMALE,NORMALE,0.8562100610000202,0.8503842
25013756,14017,1200700151.0,2025-07-23 22:14:51,43: KOEPFER 160/2,1.2215,1.2686148,1.27,1.0397052803929594,1.0591215486696148,NORMALE,NORMALE,NORMALE,0.9444026793030962,0.9350589
25014329,16017,1089920151.0,2025-07-24 00:07:10,43: KOEPFER 160/2,0.441,0.87899137,0.88,1.9954648526077088,1.7700713009152758,ANOMALIA,ANOMALIA,ANOMALIA,0.2619576446280993,0.28508842
25011718,26044,1089917121.0,2025-07-24 11:04:04,43: KOEPFER 160/2,1.664,2.3193927,2.32,1.394230769230769,1.5020942210239776,NORMALE,NORMALE,ANOMALIA,0.6001786671431124,0.61592215
25003789,26044,1089937161.0,2025-07-24 14:06:50,43: KOEPFER 160/2,2.0740000000000003,2.1903853,2.19,1.055930568948891,1.057269646547159,NORMALE,NORMALE,NORMALE,0.9147100534542678,0.9235996
25008470,14019,1200100131.0,2025-07-24 19:36:11,43: KOEPFER 160/2,0.1966666666666666,0.3195519,0.32,1.6271186440677965,1.5253819518085603,ANOMALIA,ANOMALIA,ANOMALIA,0.538623595505618,0.54979265
25012379,14019,1200100141.0,2025-07-24 21:11:30,43: KOEPFER 160/2,0.2426666666666666,0.25049308,0.25,1.0302197802197803,1.0149432361138901,NORMALE,ANOMALIA,NORMALE,0.9706666666666666,0.9741492
25011773,14019,1203004101.0,2025-07-25 00:31:42,43: KOEPFER 160/2,0.322,0.32032597,0.32,0.9937888198757764,1.0000506834792664,NORMALE,ANOMALIA,NORMALE,1.0,0.99271035
25007413,22044,1204000141.0,2025-07-28 07:11:36,43: KOEPFER 160/2,10.608,11.980324,11.98,1.1293363499245852,1.1531507197092794,NORMALE,ATTENZIONE,NORMALE,0.7973953071748568,0.799096
25015758,20044,1203002141.0,2025-07-28 10:05:56,43: KOEPFER 160/2,0.8833333333333333,0.9696854,0.97,1.0981132075471698,1.091688125640357,NORMALE,NORMALE,NORMALE,0.8635501836710511,0.86708665
25007189,16019,1203063111.0,2025-07-28 14:34:01,43: KOEPFER 160/2,2.575,2.8403711,2.84,1.102912621359223,1.1233033739871963,NORMALE,NORMALE,NORMALE,0.8409879567258626,0.8382478
25011852,14019,1203004161.0,2025-07-28 15:22:38,43: KOEPFER 160/2,0.45,0.4602417,0.46,1.022222222222222,1.0174895830164872,NORMALE,NORMALE,NORMALE,0.9782608695652176,0.98616
25010545,16017,1207200121.0,2025-07-28 19:32:51,43: KOEPFER 160/2,2.9628333333333328,3.3496263,3.35,1.1306744670079318,1.2152869091375986,NORMALE,NORMALE,ANOMALIA,0.7888802524772258,0.78216726
25006189,18019,1202600101.0,2025-07-30 09:20:08,43: KOEPFER 160/2,0.3006666666666666,0.46937585,0.47,1.563192904656319,1.4412416461135455,ANOMALIA,ANOMALIA,ANOMALIA,0.5505755144750611,0.56878597
25014824,22044,1089930581.0,2025-07-30 20:32:13,43: KOEPFER 160/2,8.066500000000001,9.610997,9.61,1.1913469286555505,1.2027971452351236,NORMALE,ATTENZIONE,NORMALE,0.7153671770477184,0.70234823
25015902,20044,1089930521.0,2025-08-25 22:20:38,43: KOEPFER 160/2,31.24666666666667,33.770027,33.77,1.08075528056326,1.1360473600390164,NORMALE,ATTENZIONE,NORMALE,0.8580004604798805,0.8694721
23008355,28044,1089938801.0,2025-08-26 10:24:00,43: KOEPFER 160/2,2.704333333333333,2.440512,2.44,0.9022556390977444,0.9460815139684137,NORMALE,NORMALE,NORMALE,0.9639639639639639,0.95331573
25003660,24044,1207500181.0,2025-08-26 16:04:08,43: KOEPFER 160/2,6.06,5.3196507,5.32,0.877887788778878,0.9957722563743769,NORMALE,NORMALE,NORMALE,0.9299552906110283,0.92070884
25001989,22044,1200100191.0,2025-08-27 14:54:35,43: KOEPFER 160/2,4.7235,5.5387125,5.54,1.1728591087117604,1.1697010497749842,NORMALE,NORMALE,NORMALE,0.7478410055066629,0.7549097
25017287,22044,1200400241.0,2025-08-27 17:29:39,43: KOEPFER 160/2,1.335,1.9106737,1.91,1.430711610486891,1.5539555674525594,NORMALE,ANOMALIA,ANOMALIA,0.5063146469161027,0.49965143
25001685,14019,1200100161.0,2025-08-27 19:57:44,43: KOEPFER 160/2,0.6586666666666666,1.2311393,1.23,1.8674089068825912,1.7827990629946686,ANOMALIA,ANOMALIA,ANOMALIA,0.3713961010577848,0.37526864
25014804,20044,1089930661.0,2025-08-28 14:39:26,43: KOEPFER 160/2,4.026,5.370237,5.37,1.3338301043219076,1.3847058059214914,NORMALE,ATTENZIONE,NORMALE,0.586145251396648,0.5879727
25006390,16019,1089910891.0,2025-08-28 18:49:34,43: KOEPFER 160/2,2.2885,2.3403876,2.34,1.0225038234651518,1.0089089603606118,NORMALE,NORMALE,NORMALE,0.9696681214766322,0.9760349
25015754,16017,1205440181.0,2025-08-28 21:44:27,43: KOEPFER 160/2,0.561,0.76929927,0.77,1.3725490196078431,1.3200695725483453,NORMALE,ANOMALIA,ANOMALIA,0.5923898531375167,0.5965341
25010036,22044,1204480131.0,2025-08-29 18:22:43,43: KOEPFER 160/2,9.211,9.530334,9.53,1.0346325046140483,1.0862070991064585,NORMALE,NORMALE,NORMALE,0.8800615649429289,0.86742806
25021769,14019,1204000181.0,2025-08-29 20:50:45,43: KOEPFER 160/2,0.5366666666666667,1.1195513,1.12,2.0869565217391304,1.9285049411965927,ANOMALIA,ATTENZIONE,ANOMALIA,0.3336605584642234,0.34017634
25004659,14019,1203002161.0,2025-08-29 22:20:27,43: KOEPFER 160/2,0.6965,1.0304407,1.03,1.4788226848528356,1.432953658782297,ANOMALIA,ANOMALIA,ANOMALIA,0.4973802455267592,0.5014571
25012379,22044,1200100141.0,2025-09-01 13:10:51,43: KOEPFER 160/2,4.278,3.6801345,3.68,0.860215053763441,0.902197279441221,NORMALE,NORMALE,NORMALE,0.9856115107913669,0.9847273
25008470,22044,1200100131.0,2025-09-01 16:22:36,43: KOEPFER 160/2,1.3318333333333334,2.302134,2.3,1.7269428106619944,1.579728511626654,ANOMALIA,ANOMALIA,ANOMALIA,0.4199016865836088,0.41760504
25016442,16017,1204520131.0,2025-09-02 11:06:19,43: KOEPFER 160/2,1.8493333333333333,1.9594452,1.96,1.0598413842826244,1.0776794082578494,NORMALE,ATTENZIONE,NORMALE,0.8485504268821622,0.8416749
25010138,16017,1205440261.0,2025-09-02 14:45:57,43: KOEPFER 160/2,2.6435,2.9998233,3.0,1.1348590883298657,1.26112799786308,NORMALE,NORMALE,ANOMALIA,0.7596264367816092,0.75496745
25017430,16019,1202610191.0,2025-09-02 18:34:58,43: KOEPFER 160/2,2.8635,2.572753,2.57,0.8975030557010651,0.9414517488946994,NORMALE,NORMALE,NORMALE,0.9575757575757575,0.95658433
21037461,16019,1202610181.0,2025-09-02 21:17:52,43: KOEPFER 160/2,1.7173333333333334,1.950301,1.95,1.1354813664596273,1.1382389391360348,NORMALE,ATTENZIONE,NORMALE,0.8078999788090698,0.8191689
25018081,14019,1201000201.0,2025-09-02 23:30:57,43: KOEPFER 160/2,0.3,0.4203541,0.42,1.3999999999999997,1.360452670696755,NORMALE,NORMALE,ANOMALIA,0.5272108843537416,0.5081445
25020596,14019,1204120121.0,2025-09-03 09:49:56,43: KOEPFER 160/2,0.9966666666666666,1.0903661,1.09,1.093645484949833,1.1265023393842046,NORMALE,ATTENZIONE,NORMALE,0.806799784133837,0.8021933
25019258,14019,1203002141.0,2025-09-03 10:52:28,43: KOEPFER 160/2,0.6271666666666667,0.7488412,0.75,1.1958543715120915,1.202353531897236,NORMALE,ATTENZIONE,NORMALE,0.705802242609582,0.70565164
25008483,14017,1200710111.0,2025-09-03 14:21:28,43: KOEPFER 160/2,1.6915000000000002,2.299903,2.3,1.3597398758498371,1.4097083137199844,ANOMALIA,ATTENZIONE,ANOMALIA,0.5994720496894411,0.60520923
25013243,16017,1205500111.0,2025-09-03 17:42:02,43: KOEPFER 160/2,2.492,2.7193868,2.72,1.0914927768860354,1.1166381813074038,NORMALE,NORMALE,NORMALE,0.8051247771836006,0.79654413
25011853,18017,1089910831.0,2025-09-03 19:53:54,43: KOEPFER 160/2,0.5553333333333333,0.94010025,0.94,1.6926770708283312,1.546218409991462,ANOMALIA,ANOMALIA,ANOMALIA,0.4459437199725464,0.45214918
